Unnamed: 0,UTC,Temperature[C],Humidity[%],TVOC[ppb],eCO2[ppm],Raw H2,Raw Ethanol,Pressure[hPa],PM1.0,PM2.5,NC0.5,NC1.0,NC2.5,CNT,Fire Alarm
28833,1654765182,20.04,52.54,174,400,13205,20040,939.651,2.25,2.33,15.45,2.41,0.054,3839,1
28834,1654765183,20.01,52.56,163,400,13211,20050,939.666,2.21,2.3,15.23,2.376,0.054,3840,1
28835,1654765184,20.01,52.6,165,400,13207,20057,939.667,2.22,2.3,15.26,2.379,0.054,3841,1
28836,1654765185,19.98,52.63,170,400,13208,20048,939.677,2.22,2.31,15.29,2.385,0.054,3842,1
28837,1654765186,19.98,52.68,165,400,13213,20056,939.667,2.23,2.32,15.36,2.394,0.054,3843,1
28838,1654765187,21.18,52.79,146,400,13227,20063,939.664,2.24,2.32,15.4,2.401,0.054,3844,1
28839,1654765188,21.56,52.25,146,400,13227,20075,939.674,2.23,2.32,15.34,2.391,0.054,3845,1
28840,1654765189,21.7,51.47,159,400,13221,20062,939.672,2.27,2.36,15.66,2.441,0.055,3846,1
28841,1654765190,21.85,50.68,149,400,13221,20060,939.662,2.27,2.35,15.59,2.431,0.055,3847,1
28842,1654765191,21.91,50.05,148,400,13223,20064,939.647,2.24,2.33,15.43,2.407,0.054,3848,1
28843,1654765192,21.98,49.47,155,400,13221,20062,939.649,2.24,2.32,15.39,2.401,0.054,3849,1
28844,1654765193,22.08,49.06,158,400,13218,20052,939.645,2.24,2.33,15.43,2.405,0.054,3850,1
28845,1654765194,22.12,48.64,167,400,13213,20049,939.646,2.25,2.33,15.47,2.412,0.054,3851,1
28846,1654765195,22.15,48.32,164,400,13215,20041,939.643,2.23,2.32,15.38,2.398,0.054,3852,1
28847,1654765196,22.19,48.04,168,400,13218,20050,939.653,2.19,2.28,15.1,2.355,0.053,3853,1
28848,1654765197,22.25,47.86,167,400,13208,20047,939.664,2.19,2.28,15.08,2.352,0.053,3854,1
28849,1654765198,22.3,47.65,171,400,13210,20045,939.669,2.15,2.24,14.83,2.312,0.052,3855,1
28850,1654765199,22.35,47.49,166,400,13212,20047,939.66,2.14,2.22,14.72,2.295,0.052,3856,1
28851,1654765200,22.33,47.33,174,400,13210,20038,939.649,2.13,2.21,14.63,2.281,0.052,3857,1
28852,1654765201,22.38,47.23,173,400,13209,20037,939.657,2.13,2.22,14.68,2.289,0.052,3858,1
28853,1654765202,22.39,47.11,168,400,13213,20046,939.662,2.1,2.19,14.49,2.259,0.051,3859,1
28854,1654765203,22.4,47.03,163,400,13214,20050,939.668,2.07,2.16,14.28,2.227,0.05,3860,1
28855,1654765204,22.43,46.94,170,400,13214,20041,939.665,2.03,2.11,14.01,2.184,0.049,3861,1
28856,1654765205,22.48,46.87,169,400,13213,20046,939.661,2.01,2.09,13.82,2.156,0.049,3862,1
28857,1654765206,22.49,46.8,170,400,13212,20043,939.664,2.01,2.09,13.82,2.156,0.049,3863,1
28858,1654765207,22.51,46.75,172,400,13209,20046,939.67,1.99,2.07,13.72,2.139,0.048,3864,1
28859,1654765208,22.52,46.69,179,400,13208,20027,939.67,1.96,2.03,13.48,2.102,0.047,3865,1
28860,1654765209,22.55,46.63,176,400,13209,20039,939.672,1.96,2.04,13.49,2.104,0.048,3866,1
28861,1654765210,22.55,46.59,176,400,13206,20040,939.671,1.96,2.04,13.52,2.109,0.048,3867,1
28862,1654765211,22.57,46.57,169,400,13209,20036,939.668,1.98,2.06,13.61,2.123,0.048,3868,1
28863,1654765212,22.59,46.51,164,400,13216,20049,939.662,1.97,2.05,13.57,2.116,0.048,3869,1
28864,1654765213,22.62,46.51,174,400,13210,20036,939.665,1.98,2.06,13.64,2.127,0.048,3870,1
28865,1654765214,22.6,46.43,168,400,13214,20045,939.668,2.02,2.1,13.9,2.167,0.049,3871,1
28866,1654765215,22.63,46.39,163,400,13217,20048,939.669,2.08,2.16,14.32,2.233,0.05,3872,1
28867,1654765216,22.63,46.35,166,400,13216,20049,939.68,2.13,2.21,14.64,2.283,0.052,3873,1
28868,1654765217,21.5,46.32,191,400,13193,20022,939.673,2.21,2.3,15.22,2.374,0.054,3874,1
28869,1654765218,21.09,46.8,188,400,13191,20022,939.681,2.25,2.34,15.48,2.414,0.055,3875,1
28870,1654765219,20.91,47.51,189,400,13195,20025,939.681,2.3,2.39,15.8,2.465,0.056,3876,1
28871,1654765220,20.77,48.23,185,400,13200,20025,939.682,2.29,2.38,15.74,2.454,0.055,3877,1
28872,1654765221,20.7,48.84,183,400,13202,20035,939.672,2.25,2.34,15.5,2.417,0.055,3878,1
28873,1654765222,20.58,49.43,188,400,13197,20026,939.676,2.25,2.34,15.48,2.414,0.055,3879,1
28874,1654765223,20.54,49.85,182,400,13203,20033,939.672,2.25,2.33,15.46,2.411,0.054,3880,1
28875,1654765224,20.48,50.26,174,400,13206,20041,939.676,2.25,2.34,15.5,2.417,0.055,3881,1
28876,1654765225,20.44,50.57,172,400,13208,20040,939.673,2.23,2.31,15.31,2.388,0.054,3882,1
28877,1654765226,20.39,50.84,182,400,13204,20029,939.661,2.2,2.28,15.12,2.358,0.053,3883,1
28878,1654765227,20.36,51.11,176,400,13205,20036,939.66,2.14,2.22,14.7,2.293,0.052,3884,1
28879,1654765228,20.32,51.29,174,400,13215,20047,939.661,2.13,2.21,14.64,2.283,0.052,3885,1
28880,1654765229,20.27,51.53,179,400,13205,20036,939.657,2.11,2.2,14.54,2.268,0.051,3886,1
28881,1654765230,20.25,51.67,170,400,13205,20038,939.647,2.1,2.18,14.46,2.255,0.051,3887,1
28882,1654765231,20.25,51.83,185,400,13208,20040,939.655,2.09,2.17,14.37,2.241,0.051,3888,1
28883,1654765232,20.2,51.95,179,400,13209,20045,939.662,2.05,2.13,14.12,2.202,0.05,3889,1
28884,1654765233,20.18,52.06,170,400,13209,20044,939.664,2.03,2.11,13.98,2.179,0.049,3890,1
28885,1654765234,20.18,52.15,165,400,13212,20050,939.668,1.99,2.07,13.7,2.136,0.048,3891,1
28886,1654765235,20.13,52.26,174,400,13205,20039,939.667,1.96,2.04,13.52,2.108,0.048,3892,1
28887,1654765236,20.08,52.34,166,400,13208,20042,939.669,1.94,2.02,13.38,2.086,0.047,3893,1
28888,1654765237,20.09,52.44,167,400,13212,20046,939.672,1.94,2.01,13.32,2.077,0.047,3894,1
28889,1654765238,20.05,52.48,175,400,13206,20044,939.661,1.93,2.01,13.29,2.072,0.047,3895,1
28890,1654765239,20.05,52.56,176,400,13203,20037,939.663,1.95,2.02,13.41,2.091,0.047,3896,1
28891,1654765240,20.01,52.64,174,400,13198,20033,939.668,1.99,2.07,13.68,2.133,0.048,3897,1
28892,1654765241,20.01,52.7,174,400,13210,20039,939.667,2.02,2.1,13.93,2.173,0.049,3898,1
28893,1654765242,19.98,52.74,181,400,13208,20041,939.666,2.08,2.16,14.3,2.23,0.05,3899,1
28894,1654765243,19.98,52.78,171,400,13210,20049,939.668,2.1,2.18,14.47,2.256,0.051,3900,1
28895,1654765244,19.97,52.87,165,400,13206,20047,939.675,2.18,2.26,14.98,2.335,0.053,3901,1
28896,1654765245,19.95,52.94,177,400,13202,20040,939.68,2.2,2.29,15.14,2.361,0.053,3902,1
28897,1654765246,19.95,52.99,166,400,13205,20051,939.681,2.21,2.3,15.24,2.376,0.054,3903,1
28898,1654765247,21.15,53.08,151,400,13215,20063,939.667,2.22,2.3,15.25,2.378,0.054,3904,1
28899,1654765248,21.5,52.53,147,400,13223,20059,939.656,2.22,2.31,15.31,2.388,0.054,3905,1
28900,1654765249,21.7,51.73,152,400,13219,20059,939.655,2.22,2.31,15.31,2.388,0.054,3906,1
28901,1654765250,21.8,50.99,153,400,13224,20069,939.655,2.25,2.34,15.52,2.42,0.055,3907,1
28902,1654765251,21.9,50.37,150,400,13223,20066,939.655,2.3,2.39,15.82,2.467,0.056,3908,1
28903,1654765252,21.97,49.78,164,400,13213,20056,939.654,2.3,2.39,15.86,2.474,0.056,3909,1
28904,1654765253,22.04,49.31,161,400,13217,20060,939.65,2.33,2.42,16.02,2.498,0.056,3910,1
28905,1654765254,22.09,48.91,161,400,13218,20060,939.637,2.33,2.42,16.06,2.504,0.057,3911,1
28906,1654765255,22.11,48.56,170,400,13212,20050,939.653,2.33,2.42,16.05,2.502,0.057,3912,1
28907,1654765256,22.18,48.33,163,400,13210,20053,939.659,2.33,2.42,16.01,2.496,0.056,3913,1
28908,1654765257,22.21,48.09,156,400,13212,20058,939.659,2.3,2.39,15.83,2.469,0.056,3914,1
28909,1654765258,22.24,47.94,165,400,13207,20049,939.66,2.29,2.38,15.76,2.458,0.056,3915,1
28910,1654765259,22.29,47.8,167,400,13209,20051,939.659,2.28,2.37,15.7,2.449,0.055,3916,1
28911,1654765260,22.3,47.62,166,400,13213,20055,939.656,2.29,2.38,15.75,2.456,0.055,3917,1
28912,1654765261,22.35,47.56,170,400,13204,20049,939.661,2.29,2.38,15.76,2.457,0.055,3918,1
28913,1654765262,22.38,47.38,160,400,13212,20054,939.655,2.26,2.35,15.57,2.429,0.055,3919,1
28914,1654765263,22.38,47.32,159,400,13213,20052,939.659,2.2,2.29,15.17,2.366,0.053,3920,1
28915,1654765264,22.42,47.25,158,400,13210,20052,939.66,2.22,2.3,15.25,2.378,0.054,3921,1
28916,1654765265,22.42,47.17,168,400,13207,20044,939.663,2.23,2.31,15.32,2.389,0.054,3922,1
28917,1654765266,22.43,47.12,160,400,13208,20049,939.671,2.23,2.31,15.32,2.39,0.054,3923,1
28918,1654765267,22.46,47.05,151,400,13209,20061,939.679,2.22,2.3,15.27,2.381,0.054,3924,1
28919,1654765268,22.49,47.01,161,400,13210,20056,939.669,2.21,2.29,15.18,2.367,0.053,3925,1
28920,1654765269,22.52,46.92,162,400,13214,20056,939.673,2.21,2.3,15.21,2.371,0.054,3926,1
28921,1654765270,22.51,46.86,164,400,13211,20051,939.669,2.23,2.31,15.32,2.388,0.054,3927,1
28922,1654765271,22.56,46.8,157,400,13212,20059,939.669,2.25,2.34,15.48,2.413,0.055,3928,1
28923,1654765272,22.53,46.75,166,400,13209,20049,939.651,2.26,2.35,15.56,2.427,0.055,3929,1
28924,1654765273,22.55,46.72,168,400,13207,20044,939.644,2.28,2.37,15.67,2.443,0.055,3930,1
28925,1654765274,22.57,46.68,165,400,13209,20047,939.654,2.28,2.37,15.71,2.45,0.055,3931,1
28926,1654765275,22.59,46.66,160,400,13210,20046,939.661,2.29,2.38,15.78,2.46,0.056,3932,1
28927,1654765276,22.6,46.63,162,400,13211,20052,939.66,2.26,2.35,15.57,2.429,0.055,3933,1
28928,1654765277,21.46,46.55,170,400,13203,20047,939.659,2.24,2.32,15.4,2.401,0.054,3934,1
28929,1654765278,21.06,47.08,172,400,13207,20047,939.661,2.16,2.24,14.86,2.317,0.052,3935,1
28930,1654765279,20.87,47.88,179,400,13200,20040,939.669,2.12,2.2,14.57,2.272,0.051,3936,1
28931,1654765280,20.75,48.57,173,400,13203,20049,939.664,2.08,2.16,14.29,2.229,0.05,3937,1
28932,1654765281,20.66,49.19,164,400,13209,20054,939.668,2.08,2.17,14.34,2.237,0.051,3938,1
28933,1654765282,20.57,49.76,167,400,13212,20053,939.661,2.08,2.17,14.34,2.237,0.051,3939,1
28934,1654765283,20.5,50.17,170,400,13217,20056,939.661,2.1,2.18,14.46,2.256,0.051,3940,1
28935,1654765284,20.46,50.58,152,400,13215,20056,939.677,2.17,2.26,14.94,2.33,0.053,3941,1
28936,1654765285,20.41,50.91,152,400,13218,20061,939.672,2.2,2.28,15.12,2.358,0.053,3942,1
28937,1654765286,20.36,51.23,164,400,13209,20065,939.664,2.3,2.39,15.85,2.472,0.056,3943,1
28938,1654765287,20.33,51.46,157,400,13215,20066,939.662,2.34,2.43,16.11,2.512,0.057,3944,1
28939,1654765288,20.29,51.65,156,400,13219,20067,939.666,2.38,2.47,16.37,2.552,0.058,3945,1
28940,1654765289,20.25,51.84,153,400,13214,20059,939.664,2.4,2.5,16.55,2.58,0.058,3946,1
28941,1654765290,20.22,52.02,159,400,13215,20060,939.66,2.44,2.53,16.78,2.617,0.059,3947,1
28942,1654765291,20.2,52.14,149,400,13217,20067,939.662,2.5,2.59,17.18,2.679,0.061,3948,1
28943,1654765292,20.16,52.31,139,400,13222,20071,939.656,2.51,2.6,17.24,2.689,0.061,3949,1
28944,1654765293,20.13,52.36,147,400,13218,20068,939.646,2.53,2.63,17.4,2.713,0.061,3950,1
28945,1654765294,20.12,52.48,147,400,13216,20068,939.656,2.54,2.64,17.52,2.731,0.062,3951,1
28946,1654765295,20.08,52.6,139,400,13228,20079,939.663,2.56,2.66,17.62,2.747,0.062,3952,1
28947,1654765296,20.05,52.73,128,400,13224,20081,939.653,2.55,2.64,17.52,2.732,0.062,3953,1
28948,1654765297,20.06,52.74,145,400,13215,20076,939.666,2.51,2.61,17.28,2.695,0.061,3954,1
28949,1654765298,20.01,52.81,129,400,13225,20080,939.662,2.5,2.6,17.24,2.688,0.061,3955,1
28950,1654765299,20.01,52.91,133,400,13220,20083,939.663,2.49,2.59,17.13,2.672,0.06,3956,1
28951,1654765300,19.99,53.01,136,400,13222,20073,939.661,2.49,2.58,17.11,2.669,0.06,3957,1
28952,1654765301,19.97,53.09,142,400,13227,20074,939.665,2.44,2.54,16.81,2.621,0.059,3958,1
28953,1654765302,19.93,53.14,131,400,13222,20077,939.666,2.42,2.51,16.63,2.594,0.059,3959,1
28954,1654765303,19.93,53.21,146,400,13222,20078,939.67,2.38,2.48,16.4,2.557,0.058,3960,1
28955,1654765304,19.92,53.24,137,400,13220,20073,939.668,2.37,2.46,16.32,2.544,0.057,3961,1
28956,1654765305,19.88,53.32,136,400,13216,20070,939.668,2.32,2.41,15.94,2.486,0.056,3962,1
28957,1654765306,21.12,53.41,116,400,13238,20099,939.661,2.31,2.4,15.87,2.475,0.056,3963,1
28958,1654765307,21.49,52.88,111,400,13241,20108,939.654,2.25,2.34,15.52,2.419,0.055,3964,1
28959,1654765308,21.64,52.11,117,400,13238,20104,939.655,2.22,2.3,15.26,2.379,0.054,3965,1
28960,1654765309,21.77,51.36,118,400,13237,20096,939.66,2.2,2.28,15.12,2.358,0.053,3966,1
28961,1654765310,21.85,50.68,111,400,13238,20108,939.653,2.18,2.26,14.99,2.338,0.053,3967,1
28962,1654765311,21.93,50.09,106,400,13237,20105,939.642,2.16,2.24,14.87,2.318,0.052,3968,1
28963,1654765312,22.01,49.65,117,400,13235,20095,939.65,2.15,2.23,14.8,2.308,0.052,3969,1
28964,1654765313,22.05,49.28,115,400,13230,20089,939.642,2.13,2.21,14.63,2.282,0.052,3970,1
28965,1654765314,22.09,48.92,116,400,13231,20095,939.646,2.13,2.21,14.63,2.281,0.052,3971,1
28966,1654765315,22.15,48.65,127,400,13230,20085,939.637,2.11,2.19,14.54,2.267,0.051,3972,1
28967,1654765316,22.17,48.41,131,400,13229,20096,939.645,2.08,2.16,14.32,2.233,0.05,3973,1
28968,1654765317,22.21,48.24,127,400,13232,20096,939.64,1.99,2.07,13.69,2.135,0.048,3974,1
28969,1654765318,22.25,48.09,118,400,13233,20095,939.643,1.96,2.04,13.52,2.108,0.048,3975,1
28970,1654765319,22.29,47.94,122,400,13231,20092,939.641,1.95,2.03,13.41,2.092,0.047,3976,1
28971,1654765320,22.29,47.83,111,400,13230,20090,939.637,1.94,2.02,13.35,2.082,0.047,3977,1
28972,1654765321,22.35,47.71,136,400,13231,20090,939.644,1.95,2.03,13.42,2.092,0.047,3978,1
28973,1654765322,22.36,47.62,124,400,13229,20088,939.654,1.99,2.07,13.71,2.139,0.048,3979,1
28974,1654765323,22.4,47.58,109,400,13233,20087,939.66,1.99,2.07,13.72,2.139,0.048,3980,1
28975,1654765324,22.39,47.51,128,400,13231,20093,939.656,2.02,2.1,13.94,2.173,0.049,3981,1
28976,1654765325,22.42,47.42,128,400,13226,20095,939.656,2.05,2.13,14.09,2.197,0.05,3982,1
28977,1654765326,22.43,47.37,122,400,13231,20087,939.648,2.09,2.17,14.35,2.238,0.051,3983,1
28978,1654765327,22.46,47.31,119,400,13238,20098,939.638,2.09,2.17,14.36,2.239,0.051,3984,1
28979,1654765328,22.46,47.26,120,400,13227,20090,939.642,2.11,2.19,14.49,2.259,0.051,3985,1
28980,1654765329,22.49,47.18,117,400,13229,20091,939.643,2.11,2.19,14.5,2.261,0.051,3986,1
28981,1654765330,22.51,47.17,124,400,13226,20082,939.629,2.11,2.19,14.53,2.266,0.051,3987,1
28982,1654765331,22.52,47.15,120,400,13226,20095,939.63,2.12,2.2,14.61,2.278,0.051,3988,1
28983,1654765332,22.52,47.1,122,400,13229,20087,939.616,2.16,2.24,14.87,2.318,0.052,3989,1
28984,1654765333,22.53,47.01,121,400,13233,20100,939.619,2.19,2.27,15.05,2.347,0.053,3990,1
28985,1654765334,22.56,46.99,124,400,13227,20090,939.623,2.2,2.28,15.14,2.36,0.053,3991,1
28986,1654765335,22.57,46.98,119,400,13230,20101,939.615,2.2,2.28,15.12,2.358,0.053,3992,1
28987,1654765336,21.41,46.9,136,400,13215,20074,939.631,2.14,2.23,14.76,2.302,0.052,3993,1
28988,1654765337,21.01,47.39,143,400,13206,20061,939.621,2.11,2.19,14.52,2.264,0.051,3994,1
28989,1654765338,20.83,48.16,144,400,13213,20077,939.621,2.03,2.11,13.96,2.176,0.049,3995,1
28990,1654765339,20.73,48.91,140,400,13220,20071,939.629,2.01,2.09,13.85,2.159,0.049,3996,1
28991,1654765340,20.64,49.53,138,400,13215,20080,939.619,1.98,2.06,13.62,2.124,0.048,3997,1
28992,1654765341,20.57,50.05,135,400,13220,20074,939.613,1.94,2.01,13.34,2.08,0.047,3998,1
28993,1654765342,20.47,50.55,137,400,13219,20082,939.617,1.94,2.01,13.32,2.077,0.047,3999,1
28994,1654765343,20.41,50.97,140,400,13217,20077,939.609,1.88,1.96,12.96,2.021,0.046,4000,1
28995,1654765344,20.39,51.32,130,400,13215,20078,939.611,1.85,1.92,12.72,1.983,0.045,4001,1
28996,1654765345,20.32,51.57,132,400,13222,20088,939.619,1.77,1.84,12.16,1.896,0.043,4002,1
28997,1654765346,20.29,51.85,134,400,13220,20087,939.613,1.75,1.82,12.05,1.88,0.042,4003,1
28998,1654765347,20.25,52.05,128,400,13218,20078,939.618,1.75,1.82,12.07,1.882,0.043,4004,1
28999,1654765348,20.22,52.23,134,400,13219,20087,939.616,1.79,1.86,12.33,1.923,0.043,4005,1
29000,1654765349,20.19,52.36,128,400,13220,20083,939.614,1.87,1.94,12.88,2.009,0.045,4006,1
29001,1654765350,20.15,52.53,132,400,13216,20081,939.626,1.89,1.97,13.02,2.03,0.046,4007,1
29002,1654765351,20.15,52.63,133,400,13219,20082,939.618,1.97,2.04,13.53,2.11,0.048,4008,1
29003,1654765352,20.1,52.79,128,400,13217,20081,939.616,2.0,2.08,13.76,2.146,0.048,4009,1
29004,1654765353,20.06,52.86,137,400,13218,20077,939.622,2.06,2.14,14.19,2.212,0.05,4010,1
29005,1654765354,20.08,52.96,128,400,13221,20076,939.62,2.07,2.15,14.23,2.219,0.05,4011,1
29006,1654765355,20.04,53.02,144,400,13213,20076,939.62,2.09,2.18,14.41,2.248,0.051,4012,1
29007,1654765356,20.01,53.17,130,400,13222,20077,939.624,2.09,2.17,14.39,2.244,0.051,4013,1
29008,1654765357,19.99,53.18,142,400,13216,20073,939.636,2.1,2.18,14.43,2.25,0.051,4014,1
29009,1654765358,19.99,53.28,140,400,13218,20072,939.633,2.1,2.18,14.43,2.25,0.051,4015,1
29010,1654765359,19.97,53.33,136,400,13220,20085,939.64,2.09,2.17,14.39,2.244,0.051,4016,1
29011,1654765360,19.93,53.41,138,400,13219,20083,939.639,2.04,2.12,14.07,2.194,0.05,4017,1
29012,1654765361,19.93,53.48,137,400,13210,20066,939.633,2.0,2.08,13.77,2.148,0.049,4018,1
29013,1654765362,19.92,53.54,136,400,13215,20084,939.647,1.94,2.02,13.37,2.085,0.047,4019,1
29014,1654765363,19.91,53.59,135,400,13214,20075,939.644,1.91,1.99,13.16,2.052,0.046,4020,1
29015,1654765364,19.88,53.62,140,400,13220,20091,939.642,1.86,1.93,12.81,1.998,0.045,4021,1
29016,1654765365,19.85,53.7,131,400,13220,20091,939.637,1.84,1.91,12.67,1.976,0.045,4022,1
29017,1654765366,21.09,53.8,113,400,13234,20100,939.644,1.81,1.88,12.44,1.94,0.044,4023,1
29018,1654765367,21.45,53.24,123,400,13231,20097,939.656,1.77,1.84,12.2,1.902,0.043,4024,1
29019,1654765368,21.64,52.47,121,400,13233,20095,939.647,1.76,1.83,12.1,1.887,0.043,4025,1
29020,1654765369,21.74,51.76,118,400,13223,20085,939.641,1.75,1.81,12.02,1.874,0.042,4026,1
29021,1654765370,21.82,51.06,127,400,13226,20094,939.639,1.7,1.77,11.7,1.825,0.041,4027,1
29022,1654765371,21.9,50.48,141,400,13216,20079,939.654,1.67,1.73,11.49,1.792,0.04,4028,1
29023,1654765372,21.98,50.02,127,400,13230,20090,939.669,1.66,1.72,11.42,1.781,0.04,4029,1
29024,1654765373,22.04,49.61,135,400,13220,20084,939.667,1.65,1.72,11.38,1.775,0.04,4030,1
29025,1654765374,22.05,49.25,132,400,13222,20080,939.681,1.66,1.73,11.43,1.782,0.04,4031,1
29026,1654765375,22.14,49.03,134,400,13218,20085,939.697,1.66,1.73,11.45,1.786,0.04,4032,1
29027,1654765376,22.14,48.76,136,400,13224,20082,939.687,1.63,1.69,11.22,1.749,0.04,4033,1
29028,1654765377,22.19,48.55,128,400,13225,20083,939.687,1.61,1.67,11.09,1.73,0.039,4034,1
29029,1654765378,22.22,48.38,141,400,13216,20082,939.683,1.6,1.67,11.03,1.721,0.039,4035,1
29030,1654765379,22.26,48.22,149,400,13213,20072,939.664,1.63,1.69,11.22,1.75,0.04,4036,1
29031,1654765380,22.29,48.12,146,400,13217,20080,939.659,1.67,1.73,11.47,1.789,0.04,4037,1
29032,1654765381,22.32,48.05,129,400,13217,20076,939.653,1.76,1.82,12.08,1.884,0.043,4038,1
29033,1654765382,22.35,47.92,133,400,13216,20075,939.651,1.79,1.86,12.32,1.922,0.043,4039,1
29034,1654765383,22.35,47.83,139,400,13211,20066,939.651,1.87,1.94,12.85,2.004,0.045,4040,1
29035,1654765384,22.38,47.72,135,400,13222,20084,939.662,1.92,1.99,13.18,2.055,0.046,4041,1
29036,1654765385,22.39,47.66,134,400,13223,20088,939.662,1.96,2.03,13.48,2.101,0.047,4042,1
29037,1654765386,22.39,47.56,142,400,13219,20079,939.668,1.97,2.04,13.54,2.112,0.048,4043,1
29038,1654765387,22.43,47.48,141,400,13219,20087,939.663,2.0,2.08,13.77,2.147,0.048,4044,1
29039,1654765388,22.45,47.4,131,400,13222,20076,939.662,1.99,2.07,13.73,2.14,0.048,4045,1
29040,1654765389,22.46,47.32,144,400,13217,20080,939.658,2.02,2.1,13.88,2.165,0.049,4046,1
29041,1654765390,22.52,47.28,140,400,13215,20070,939.652,2.03,2.11,13.96,2.177,0.049,4047,1
29042,1654765391,22.49,47.28,137,400,13218,20083,939.649,2.04,2.12,14.07,2.194,0.05,4048,1
29043,1654765392,22.51,47.22,133,400,13225,20079,939.642,2.03,2.11,14.0,2.183,0.049,4049,1
29044,1654765393,22.53,47.2,129,400,13221,20085,939.649,2.01,2.09,13.85,2.159,0.049,4050,1
29045,1654765394,22.53,47.13,128,400,13227,20080,939.635,2.01,2.08,13.81,2.154,0.049,4051,1
29046,1654765395,22.55,47.08,131,400,13224,20090,939.635,2.01,2.08,13.8,2.152,0.049,4052,1
29047,1654765396,21.39,47.02,149,400,13206,20062,939.627,2.0,2.08,13.77,2.147,0.048,4053,1
29048,1654765397,20.99,47.56,156,400,13205,20060,939.645,2.01,2.08,13.81,2.154,0.049,4054,1
29049,1654765398,20.83,48.31,149,400,13216,20061,939.649,1.98,2.06,13.62,2.125,0.048,4055,1
29050,1654765399,20.73,49.02,149,400,13209,20064,939.65,1.98,2.06,13.64,2.127,0.048,4056,1
29051,1654765400,20.61,49.67,140,400,13217,20072,939.642,2.0,2.07,13.74,2.143,0.048,4057,1
29052,1654765401,20.53,50.25,135,400,13219,20074,939.64,2.0,2.08,13.78,2.149,0.049,4058,1
29053,1654765402,20.46,50.65,141,400,13219,20074,939.631,1.98,2.05,13.6,2.12,0.048,4059,1
29054,1654765403,20.4,51.01,134,400,13225,20078,939.63,1.96,2.04,13.51,2.106,0.048,4060,1
29055,1654765404,20.36,51.4,132,400,13222,20081,939.634,1.98,2.06,13.62,2.124,0.048,4061,1
29056,1654765405,20.3,51.64,137,400,13217,20081,939.637,1.98,2.06,13.63,2.126,0.048,4062,1
29057,1654765406,20.27,51.93,122,400,13227,20096,939.649,1.97,2.05,13.55,2.113,0.048,4063,1
29058,1654765407,20.22,52.11,123,400,13229,20099,939.641,1.99,2.06,13.68,2.133,0.048,4064,1
29059,1654765408,20.19,52.31,135,400,13223,20084,939.639,2.02,2.1,13.91,2.168,0.049,4065,1
29060,1654765409,20.19,52.44,124,400,13227,20093,939.629,2.04,2.11,14.01,2.185,0.049,4066,1
29061,1654765410,20.13,52.58,131,400,13226,20097,939.627,2.08,2.16,14.33,2.235,0.05,4067,1
29062,1654765411,20.09,52.71,118,400,13227,20092,939.626,2.11,2.19,14.49,2.259,0.051,4068,1
29063,1654765412,20.06,52.82,123,400,13224,20093,939.622,2.14,2.23,14.74,2.299,0.052,4069,1
29064,1654765413,20.08,52.91,114,400,13222,20090,939.621,2.16,2.24,14.85,2.315,0.052,4070,1
29065,1654765414,20.06,52.99,128,400,13219,20093,939.625,2.2,2.29,15.16,2.364,0.053,4071,1
29066,1654765415,20.01,53.12,128,400,13222,20091,939.621,2.24,2.33,15.45,2.409,0.054,4072,1
29067,1654765416,20.01,53.14,113,400,13224,20097,939.619,2.27,2.36,15.63,2.437,0.055,4073,1
29068,1654765417,19.98,53.23,119,400,13220,20093,939.618,2.3,2.39,15.84,2.47,0.056,4074,1
29069,1654765418,19.97,53.35,129,400,13222,20091,939.614,2.3,2.39,15.83,2.469,0.056,4075,1
29070,1654765419,19.95,53.41,123,400,13229,20100,939.619,2.28,2.37,15.71,2.45,0.055,4076,1
29071,1654765420,19.92,53.43,120,400,13230,20099,939.621,2.27,2.36,15.61,2.434,0.055,4077,1
29072,1654765421,19.91,53.51,117,400,13222,20099,939.619,2.22,2.31,15.27,2.381,0.054,4078,1
29073,1654765422,19.89,53.55,127,400,13220,20086,939.614,2.19,2.28,15.1,2.354,0.053,4079,1
29074,1654765423,19.88,53.61,121,400,13224,20099,939.633,2.15,2.23,14.8,2.308,0.052,4080,1
29075,1654765424,19.86,53.67,124,400,13220,20087,939.623,2.14,2.22,14.73,2.296,0.052,4081,1
29076,1654765425,19.86,53.71,127,400,13225,20091,939.621,2.13,2.22,14.69,2.29,0.052,4082,1
29077,1654765426,21.08,53.84,102,400,13234,20106,939.624,2.15,2.24,14.81,2.309,0.052,4083,1
29078,1654765427,21.43,53.26,96,400,13238,20121,939.623,2.16,2.24,14.86,2.317,0.052,4084,1
29079,1654765428,21.57,52.48,106,400,13234,20110,939.621,2.17,2.25,14.91,2.325,0.053,4085,1
29080,1654765429,21.71,51.76,111,400,13229,20097,939.62,2.15,2.24,14.81,2.31,0.052,4086,1
29081,1654765430,21.78,51.08,117,400,13228,20095,939.614,2.14,2.22,14.73,2.297,0.052,4087,1
29082,1654765431,21.85,50.49,120,400,13222,20090,939.625,2.11,2.2,14.55,2.269,0.051,4088,1
29083,1654765432,21.93,49.98,118,400,13225,20097,939.629,2.11,2.19,14.49,2.259,0.051,4089,1
29084,1654765433,22.0,49.59,104,400,13233,20102,939.64,2.06,2.14,14.15,2.206,0.05,4090,1
